"ARACIMDA DEĞİŞEN KESİNLİKLE YOKTUR. boyalı parcalar ısaretlenmiştir. kucuk surtmelerden dolayı tarafımca boyatılmıstır kapı içlerınde vb. KESİNLİKLE işlem yoktur . (aracin tum camlari orijinaldir boyanin sebebi tamamen surtmeler yuzundendir)

ısık paket , koltuk ısıtma, hafızalı+ elektrıklı koltuk . dvd playerlı tv sıstem geniş ekran. Türkiyede bu dolulukta ender bulunan araçlardandır. benzer ilanlara bakabilirsiniz tüm bu opsiyonların bir arada olduğu E90 3.20d bir elin parmağını geçmez.

uzun süre kullanmak için aldığımdan gerekli tüm bakımlarını yaptırdım, triger zinciri 1 ay önce (4500 tl), ön takım (1500tl) tarafımca özel BMW servisinde orijinal parçalarla yenilenmiştir. 4 lastiği henüz 2 ay önce sıfır alınmıştır. 1 kuruş bile masrafı yoktur alan arkadaş mazotunu koyup uzun süre gönül rahatlığıyla binecektir.

sıfırlığından beri tanıdığımızın aracıydı, bayiiden çıktığı andan beri bildiğim araçtır her şeyiyle aracımın arkasındayım. uzun süre binmek için aldığımdan her bakımını yaptırdım düğün sebebiyle satıyorum, üste para alabileceğim araçlarla takas olabilir",TÜRKİYENİN EN FULLÜ HASAR KAYITSIZ TV+DVD+ISITMA+ HAFIZA
Temiz araç motor komple bakıma girdi gidişinde hiç bir sıkıntı yoktu istediğiniz yere göstere bilirsiniz,Temiz BMW 320D
"KARKAYALAR OTOMOTİV

FIRSAT ARACI

2002 BMW 3.116İ 

SUNROOF

DERİ KOLTUK

ANGEL FAR 

KATLANIR AYNA

18''JANT

FONKSİYONEL DİREKSİYON

HIZ LİMİTLEME

SİS FARI

ARACIMIZ BAKIMLI VE MASRAFSIZDIR

YAŞ İTİBARİ İLE TEMİZLİK BOYASI VARDIR

 TAKAS OLUR

KREDİKARTINA 12 AY TAKSİT İMKANI

-ULAŞIM-

BEYLİKDÜZÜ HADIMKÖY METROBÜS DURAĞI YANI

AUTOPİA OTOMOBİL DÜNYASI

KAT-1 NO-D.87

TÜM ARAÇLARIMIZIN BOYA KORUMASI VE DETAYLI KUAFÖRÜ                         YAPILMIŞ OLARAK TESLİM ETMEKTEYİZ",EMSALSİZ TEMİZLİKDE BMW SUNROOF/DERİ/KATLANIR AYNA/ANGEL FAR
"*ARAÇ EŞİM TARAFINDAN KULLANILMAKTA OLUP ARAÇ ÇOK TEMİZ VE BAKIMLIDIR.ARACA BİZDEN ÖNCEKİ SAHİBİ TARAFINDAN YAZILIM YAPTIRILARAK ARAC 208 HP YE YÜKSELTİLMİŞTİR.

*BAKIMLARI VE MUAYENESİ YENİ YAPILMIŞ OLUP MASRAFSIZDIR

*ARAÇ SUNROF LU MODEL OLUP BEJ DÖŞEMEDİR FULL MODELDİR

*BOYA OLARAK 3 PARÇA SÜRTME BOYASI VARDIR EKSPERTİZ RAPORU RESİMLERDE VARDIR.

*TAKAS OLARAK SUV-JEEP TARZI ARAÇLAR DÜŞÜNÜYORUM ",BAYANDAN ÇOK TEMİZ 3.20D SİTEDE TEK 208 HP PREMİUM BEJ DÖŞEME
"2010 BMW 320İ CABRİO KOLTUK ISITMA+Bİ-XENON+BEYAZ İÇİ KIRMIZI





KOLTUK ISITMA

XENON Bİ-XENON

DERİ

ELEKTİRİKLİ KOLTUK

KATLANIR AYNA

ÖN ARKA PARK SENSÖRÜ

CRUZE KONTROL

ÖN ARKA FAR YIKAMA





PLUS MOTORS

İSTOÇ OTO TİCARET MERKEZİ O BLOK NO:78

0(212) 659 07 27

https://plusmotors.sahibinden.com/









",2010 BMW 320İ CABRİO KOLTUK ISITMA+Bİ-XENON+BEYAZ İÇİ KIRMIZI
"ARACIMIZ 

2015 MODEL 2016 ÇIKIŞLIDIR.

ARAÇ 85 BIN KM OLUP

HATASIZDIR.

HERHANGİ BİR BOYA 

ÇİZİK BULUNMAMAKTADIR.

DETAYLI BİLGİ İÇİN ARAYINIZ.

​",........HATASIZ. .......320 İ ED SPORT LİNE........ 154.000 tl
arac hasar kayitlidir ama degisen yoktur on sag dabe aldigi icin egirbek acmistir ve o yuzden kayiti bulunmaktadir .resimlerini paylastim ve en son yapilan islem arka diskler on ve arka balata motor yagi sanziman yagi degismistir on arka bilyeler yani binmek icin kendime hazirlamistim arabayi su an satmam gerekiyo simdiden hayirli olsun,temiz sahibinden
"
















MARS CAR'DAN












WOWWO




KAMPANYA DETAYLARI




KEFİL YOK,




%35 PEŞİN GERİ KALANI 36 AY SENETLE VADE.




14.000'DEN FAZLA ARAÇ SEÇENEĞİ,




TÜM ARAÇLAR'DA WOWWO GARANTİSİ,




15.000 KM'YE KADAR TEKNİK GARANTİ,




DETAYLI EKSPERTİZ RAPORU,




BORCUNUZU ERKEN KAPATMA OLANAĞI,




ARACINIZI PEŞİNAT OLARAK VERME İMKANI,




YÖNLENDİRDİĞİNİZ HER MÜŞTERİ İÇİN 1500 TL'LİK TAKSİTİNİZİ SİLELİM. (SİL TAKSİT)





​KOÇ FİNANS




KOÇ FİNANS OLARAK 48 AYA KADAR KIREDİYLE KOLAY ALIM SAĞLIYORUZ..




KENDİ İŞ YERİMİZDE YARIM SAATTE KİMLİĞİNİZLE KREDİ AYNI GÜN ARAC TESLİM...





SENETLE BANKASIZ KEFİLSİZ




WOWWO






​İSTERSENİZ TAKSİTLE BANKALI BANKASIZ





WOWWO BAYİİ













KOÇ FİNANS BAYII​













ARACI GÖRMENİZİ ISRARLA TAVSİYE EDİYORUZ..













​













İNANILMAZ DERECEDE TEMİZ...













HAYALLERİMİZİ ERTELEMEYELİM.....













ARACIMIZDA SOL ARKAPI (ARKA ÇAMURLUK) LOKAL BOYA













DEĞİŞEN













KESİNLİKLE YOKTUR.













EKSPERTİZ RAPORU MEVCUT...













2012 SONU













SAYAMADIĞIMIZ BİR ÇOK ÖZELLİK MEVCUT




ARACIMIZIN BOYA KORUMASI VE PASTA CİLASI YENİ YAPILMIŞTIR

İÇ KOZMİK & MOTOR TEMİZLİĞİ YENİ YAPILMIŞTIR





ARACIMIZIN YEDEK













ANAHTAR













KİTAPÇIKLARI MEVCUTTUR
















BMW M4 PİANO BLACK ÇELİK JANT




SIFIR EN İYİ MARKA 4 LASTİK













PATLAMAZ RAMFLET













KATLANIR AYNALAR.













YOKUŞ KALKIŞ













F 80 AYNALAR

///F80 M3 ÖN TAMPON




///F80 M3 MARŞPİYERLER




///F80 M3 ARKA TAMPON













///F80 M3 PİANO BLACK DİFÜZÖR




///F80 M3 KROM EKSOZ BAŞLIKLARI




///F80 M3 EKSOZ SİSTEMİ 4 ÇIKIŞ AKTİF




///F80 M3 PİANO BLACK ÖN PANJUR













NOT: ARACIMIZIN MOTORU İLE OYNANMAMIŞTIR.

BU EKSTRA DONANIMLAR YAKLAŞIK 18 BIN CİVARI





ARACIMIZIN ÖZELLİKLERİ;













HIZ SABİTLEME (LİMİTÖRLE KARIŞTIRMAYIN HER F30 DA YOK)













IŞIK PAKET













GELİŞMİŞ GÖSTERGE













AMERİKAN PARK FARLAR




ARKA PARK SENSÖRÜ




BEJ DERİ DÖŞEMESİ




DİJİTAL ÇİFT YÖNLÜ KLİMA PANELİ




AUX - BLUETOOTH BAĞLANTISI




CD / MP3




8 İLERİ VİTES




ÖN & ARKA KOL DAYAMA






HIZ LİMİTÖRÜ




FAR YIKAMA




YAĞMUR & FAR SENSÖRÜ




ECO MOD - COMFORT - SPORT SÜRÜŞ MODLARI




START / STOP




ANAHTARSIZ ÇALIŞTIRMA




",F 80 KOÇ FİNANS & WOWWO SENETLE 36 AYA KADAR KEFİLSİZ BANKASIZ
"


​




VELOCE'DEN MÜKEMMEL DURUMDA HATASIZ 2014 MODEL

BMW 320d TOURING 184hp 380nm




Aracımız mükemmel kondisyonda olup, hiçbir hatası eksiği yoktur. Tüm bakımları kayıt altındadır ve sorgulanabilir. 

Düzenli olarak her 10.000km'de bir bakımları a'dan z'ye eksiksiz yapılmıştır. Orjinal 123.000 km'derdir. 




Aracımızda standart özelliklerin dışında ekstra olarak​ 19"" inç M4 jantlar ve ön 235/35 arkalar 255/30 lastikler mevcuttur.

Fabrikasyon olarak aracımızda, çift taraflı dijital klima , Keyless Go, Start/Stop, geri görüş kamerası, arka park sensörü , ön ve arka kol

 dayama, Follow Me Home, Isofix, Eco - Comfort - Sport Mode'ları, Usb - Aux girişleri, Bluetooth, I Drive akıllı bilgi ekranı, elektrokrom 

kararan dikiz aynası, far ve yağmur sensörleri, fonksiyonel deri direksiyon, krom tavan rayları, bagaj içi düzenleme aparatı, bagaj 

kapağından bağımsız açılabilen ve kolay yükleme imkanı sağlayan bagaj kapağı cam ve benzeri birçok özellikler 

standart olarak sunulmaktadır.




Sadece iki parça boyası (sol arka çamurluk ve bagaj kapağı) mevcuttur ve tampon değişmiştir. Bunlardan dolayı 


yetkili servis kayıtlı 3 adet 5.500, 4.800 ve 2.900 tl tramer kaydı mevcuttur.

﻿

Aracımız hakkında daha detaylı bilgi almak için lütfen bize ulaşınız. 




 Aracımızı görüp beğenmeniz durumunda dilediğiniz yetkili ya da özel BMW servisinde ekspertiz yaptırabilirsiniz. 


 Ciddi alıcılara plaka ve şasi no bilgileri verilecektir. 

 Özellikle MERCEDES, BMW, ALFA ROMEO marka araçlarınız ile takas teklifleriniz karşılıklı değerlendirilecektir. 




 Tüm ilanlarımız için; https://velocealfaromeo.sahibinden.com


",VELOCE'DEN FIRSAT! MÜKEMMEL HATASIZ 2014 MODEL 320d TOURING
"


ARACIMIZ SIFIR AYARINDA OLUP HATA BOYA KESİNLİKLE YOKTUR ARACIMIZ SPOR PLUS PAKET OLUP HIZ SABİTLEYİCİ MEVCUTTUR İÇERİSİNDE KESİNLİKLE NOKTA KADAR DEFORMASYON YOKTUR 




ARAÇLARIMIZIN TAMAMI KURUMSAL FİRMA OTORAPOR EKSPERTİZ GÜVENCESİYLE KONTROL EDİLMİŞTİR.ARAÇLARIMIZIN TAMAMI 12 AY BOYUNCA KAPORTA BOYA GARANTİSİ ALTINDADIR.



SRM OTOMOTİV TARAFINDAN SATILAN TÜM ARAÇLARIMIZ EXPERTİZE AÇIK OLUP DİLEDİĞİNİZ YERE GÖSTEREBİLİRSİNİZ SÖYLENENLER HARİCİ BİR ŞEY ÇIKMASI DURUMUNDA YAPILAN TÜM MASRAFLAR TARAFIMIZDAN KAT KAT GERİ İADESİ YAPILACAKTIR.


İL DIŞINDAN İL İÇİNDEN GELECEK ARKADAŞLAR ARACI ŞAHISTAN YADA AYAK ÜSTÜ ALIM SATIM YAPAN AMATÖR KİŞİLERDEN ALMIYORSUNUZ BEN BİLMİYORDUM BANA SÖYLENMEDİ GÖRMEDİK GÜVENEREK ALDIK GİBİ SÖZLERLE KARŞILAŞMIYACAĞINIZI TEMİN EDERİZ .


İKİNCİ ELDE SİZE UZANAN GÜVENLİ EL

SRM OTOMOTİV





",SRM OTOMOTİVDEN BMW - 3.20 İED - HATASIZ - BOYASIZ
"THE BOSS Satışta 86 Model Bmw 3.16 e30 ORJİNAL KLİMALI, 4 Cam otomatik,Manuel Vites, Dıştan Renk degişikliği sebebiyle 5 bin tl'ye Yeni boyanmıştır, motor ici kapi icleri bagaj ici boya yok, araç benzin lpg, li ruhsata işli, komple renkli cam flimi, 17 karpuz jant önler 8 arkalar 9 ofset lastikleri sıfır ayarında dosta gider bir araç Kafama yatan Mantıklı Fiyatı abartilmamiş araçlarla TAKAS OLUR Detayli bilgi için Arayın...",BMW E30 KLİMALI FULL YAPILI İLK GELEN ALIR
"
*** ARACIMIZ FULL PAKET OLUP EDITION M SPORT EXECUTİVE PAKETTİR.

*** ARACIMIZ SIFIRDAN FARKSIZ OLUP JELATİNLERİ DAHİ DURMAKTADIR


*** ARACIMIZ EXPERTİZ GARANTİLİ & RAPORLUDUR.

*** ARACIMIZIN ANTİBAKTERİYEL İÇ TEMİZLİĞİ VE NANO BOYA KORUMASI YAPILMIŞTIR.

*** ARACIMIZ TAMAMEN  KUSURSUZ TEMİZLİKTEDİR.

*** ARACIMIZ KREDİYE UYGUN OLUP İSTENİLDİĞİ TAKDİRDE TAŞIT KREDİSİNDE YARDIMCI OLUNULUR.

*** ARACIMIZIN İÇ DÖŞEMESİ İLK GÜNKÜ TEMİZLİĞİNDE OLUP YIPRANMA SÖZ KONUSU DEĞİLDİR.

*** ARACIN TRAMER KAYITLARINDA HİÇBİR HASAR  BULUNMAMAKTADIR

     ARKA SOL ARKA KAPIDA  YARIM KARIŞ  MİNİ BOYA İŞLEMİ VARDIR. ÜCRETSİZ MİNİ ONARIMDAN YAPILMIŞTIR

     YAPILAN İŞLEMLER BASİT İŞLEM OLUP; YETKİLİ SERVİSTE YAPILMIŞ VE  RESİMLERİ MEVCUTTUR.​

*** ARACIMIZ YETKİLİ SERVİSTE 101 NOKTA KONTROLÜ YAPTIRILIP SATIŞA SUNULMUŞTUR.



*** 9 AYA VARAN TAKSİT İMKANI SUNUP,TAKAS İMKANIMIZ BULUNMAKTADIR.


*** ARACIMIZ BOYA EXPRTİZİ VE KM GARANTİSİNDEDİR.




NOT:  BÜTÜN ARAÇLARIMIZ YÜCELİK GRUP GARANTİSİ ALTINDADIR.

          ARACIMIZA FATURA KESİLECEKTİR.

          ARAÇLARINIZ NAKİT OLARAK SATIN ALINIR.







BAZI ÖZELİKLER










GÜNEŞ KORUMALI ARKA CAMLAR




ELEKTROKROM VE KATLANIR AYNA




ELEKTROKROM İÇ AYNA




YAĞMUR SEZİCİSİ




TÜRKÇE ÖN PANEL




PARLAK SİYAH DIŞ KAPLAMA




KARTER KORUMASI




DEĞİŞKEN SPOR DİREKSİYON (2VG)




M DERİ DİREKSİYON




SPOR SÜSPANSİYON İPTALİ




FREN FONKSİYONLU CRUISE CONT.




GELİŞMİŞ GÖSTERGE PANELİ




BEJ 'DAKOTA'/K.BEJ ŞERİT




LED SİS FARLARI




GERİ GÖRÜŞ KAMERASI




PARK MESAFE KONTROL / ÖN-ARKA




SÜRÜŞ ASİSTANI




BMW ACİL DURUM ÇAĞRISI




BMW TELESERVICES




M HMJ, Y KOLLU, STİL 400, 18""




ALUM.HEXAGON KAPL./MAVİ ŞERİT




OTOMATİK KLİMA(EKRANLI/2BÖLGE)




ELEKTRİKLİ / HAFIZALI KOLTUKLA




SPOR ÖN KOLTUKLAR




ISITMALI ÖN KOLTUKLAR




ARKA KOL DAYAMA




ÖN KOL DAYAMA




KATLANIR ARKA KOLT.BAŞLIKLARI




CD ÇALAR




AYDINLATMA PAKETİ




M AERODİNAMİK PAKET




EDITION M SPORT EXECUTİVE




HI-FI HOPARLÖR SİSTEMİ




OTOMATİK ŞANZIMAN / 8 İLERİ




ANTRASİT TAVAN DÖŞEMESİ




ELEKTRİKLİ CAM TAVAN


",HATASIZ-KUSURSUZ-SIFIRDAN FARKSZ-JELATİNLRİ ÜSTNDE-EXECUTİVE PKT
"*Aracim 320i ed 1.6 170 bg Makyajsız 40.Yıl pakettir.

*Nbt ekran,harman kardon ses sistemi,navigasyon,dokunmatik touchpad,koltuk isitma,elektrikli koltuk bu pakette mevcuttur.

*En çok tutulan kombinasyon olan ici kırmızı dışı siyahtır.

*2015 model olup 115.000 kilometrededir.

*1.700 tl hasar kaydı bulunmaktadır.(Sorgulama Fotoğraflarda mevcut)

*Expertiz bilgisi fotoğraflarda mevcuttur.

*Ekstra olarak seramik kaplama ve dış aksesuarlar mevcuttur.

*2020 ye kadar muayenesi vardır.

*Bakımları 102.000 km de yapılmıştır.Rutin bakıma ek olarak ön-arka balatalar,bujiler ve bobinler değişmiştir.Kıs lastikleri 2000 km önce takilmsitir.




*115.000 km de tekrar bakım yapılmıştır. 

 
*Gizli özellikleri acıktır.

*Uzaktan erişim özellikleri acıktır.

*Yedek anahtarı mevcuttur.",SAHİBİNDEN 320 IED 40.YIL DISI SIYAH ICI KIRMIZI
"Sahibinden bmw 80000 km temiz
Sag çamurluk degişmiş
Sol çamurluk boyalı
Kaput boyalı
Tramer kaydı yok
Orjinal çamurlukları duruyor istenirse
Takılıp verilir
5 bin km yaptı yeni jant lastik
Bakımları yeni yapıldı 7 bin km oldu",Sahibinden
"Multimedia Görüntülü Ekran


Usb - Bluetooth - Aux


Koltuk Isıtma


Katlanır Elektrikli Ayna


Sunroof


Bi-Xenon


Yol Bilgisayarı


Dijital Klima


Fonksiyonel Direksiyon


Gelişmiş Anti Patinaj Sistemi


Yağmur Sensörü


Far Sensörü


Kararan İç Dikiz Ayna


Çocuk Kilidi


İsofix


Ön Arka Kol Dayama


Ön Arka Bardaklıklar


18 M Jant Kışlık Lastik


Sadece ve sadece 1750 liralik bir hasar kaydi çıkmaktadir. (2parca boyali,1parca lokal boyali)",SAHİBİNDEN - PREMIUM-IŞIK PAKET-HATASİZ-ORJİNAL 3.20d
"2013 MODEL HATASIZ BOYASIZ HASAR KAYITSIZ İLK SAHİBİNDEN

İZMİT ÖZTORUN ÇIKIŞLI NİZAMİ ÖZTORUN BAKIMLI

YEDEK ANAHTARI KİTAPÇIĞI MEVCUT

İÇİ DIŞI KUSURSUZ SIFIR AYARINDA",2013 MODEL 320D GT HATASIZ BOYASIZ HASAR KAYITSIZ
"Aracım bayi çıkışlıdır. 2011 LCİ modeli’dir ve full donanıma sahiptir. BMW’nin 2011 yılından beri kullandığı yeni nesil dizel motoruna sahiptir. 184 HP 380 NW’lük güce sahiptir. Aracımda kaza,boya,değişen yoktur. Pschiptuning’de Stage 1 yazılım yapılmıştır. Şuan ki verileri 232 HP 472 NW’tür. Aracım 134.xxx KM olup bakımları aksatılmadan yapılmıştır. 133.xxx km'de bütün ağır bakımları (Triger,Zincir dahil) Bostancı BMW ﻿Teknik Oto'da yapılmıştır.

DONANIMLARI :

START/STOP

ELEKTRİKLİ CAM SUNROOF

CRUİSE CONTROL (HIZ SABİTLEYİCİ)

FONKSİYONEL M DERİ DİREKSİYON

SÜRÜCÜ ve YOLCU HAFIZALI ELEKTRIKLI KOLTUKLAR

BEL DESTEKLİ + KIRMIZI DERİ M KOLTUKLAR

İÇ-DIŞ IŞIK PAKET

ÇİFT BÖLGE DİJİTAL KLİMA

ELEKTRİKLİ+ISITMALI+KATLANIR AYNALAR

ELEKTRİKLİ ARKA PERDE

ANTRASİT TAVAN

Hİ-Fİ SES SİSTEMİ

EMNİYET KEMER ASİSTANI        

CARBON İÇ TRİMLER

LED'Lİ FAR ve STOPLAR

HILL HOLDER (YOKUŞ KALKIŞ DESTEĞİ)

Bİ-XENON FAR

FAR YIKAMA

YOL BİLGİSAYARI

3.35 ARKA DİFÜZÖR 

SİS FARI

ARKA PARK SENSÖRÜ

YAĞMUR SENSÖRLERİ

EİBACH SPOR YAYLAR (ORJİNALLERİ VERİLİCEK)

19'' Orjinal 335i JANT

Pazarlık Sünnettir.",2011 Hatasız E92LİFESTYLE
"2017 MODEL SPORT PLUS PAKET

HATASIZ-BOYASIZ-HASAR KAYITSIZ

SADECE CAMURLUK EZİKTEN BOYALI

ÖZEL RENK-LEMANS BLUE 

BORUSAN YETKİLİ BAYİ ÇIKIŞLI

ORJINAL 60 BINDE YETKİLİ SERVİS BAKIMLI

3,18D (YENİ NESİL 2000 MOTOR)DİZEL

OTOMATIK-TRIPTRONIK

SUNROOF

LED XNEON (YENİ MODEL) ADAPTIF FARLAR

START STOP

RECARO TAM HAFIZALI DERİ KOLTUKLAR

ECO-COMFORT-SPORT-SPORT PLUS SÜRÜŞ MODLARI

ANAHTARSIZ ÇALISTIRMA

FONKSIYONEL DREKSİYON

HİFİ (BMW PROF MÜZİK SİSTEMİ)

GERİ GÖRÜŞ KAMERASI

HIZ LİMİTLEYICI

YOKUŞ KALKIŞ DESTEĞİ

ABS-ASR-ESP-EBA-DTC

ÇİFT YÖNLÜ DİGİTAL KLİMA

YOLCU-SÜRÜCÜ-PERDE-BOYUN-DİZ-KOLTUK AİRBAGLERİ

LEDLİ ARKA STOPLAR

SPOR JANTLAR

EKRANLI YOL BILGSAYARI

BLUETOOTH TELEFON BAĞLANTISI

IMMOBLIZER-ISOFIX

CD-MP3 ÇALAR

ARACIM HATASIZ BOYASIZ HASAR KAYITSIZ Bİ ARAC OLUP SADECE 1 PARCA EZİKTEN BOYALIDIR(ÇAMURLUK) HARICI NOKTA HATASI YOKTUR YETKILI SERVIS BAKIMLI ÇOK TEMIZ Bİ ARAÇTIR ARACIM EXPERTİZ GARANTİLİ OLUP SÖYLEDİĞİMDEN FARKLI EN UFAK BISEY CIKARSA TÜM YOL MASRAFLARINIZI KARŞILARIM

SERDAR MOTORS 

05538320007


",HATASZ-BOYASZ 2017 318d SPORTPLUS+SUNRF+RECARO+LEDXNEON+BLUETOTH
"Araç 3.20 ied m plus dır
Sonradan çevirme m lerden değildir orijinal fabrika çıkışlı m plus dır
Araç bakımları Balgat Borusan’da düzenli olarak yapılmıştır
Hata boya çizik yoktur
Araçta sigara içilmemiştir
2016 ağustos borusan çıkışlı
Tek elden titizlikle kullanıldı
Aracın cam film Balgat Borusan da yapıldı extra olarak boya koruma ve kışlık paspasları vardır
TAKAS YOKTUR
ÇEK SENET VADE YOKTUR",3.20ied M Plus Hatasız boyasız sigarasız
Araç 1994 model 3.18i klimalı lpg li motoru ve ön takımı 6 ay önce yenilendi kuruş masrafsız geçmişi temiz kaza bela yok zil orijinal extra olarak ses sistemi mevcut vade takas teklif ETMEYİNİZ bursa nilüfer üçevler 05321640210,bmw 3.18i klimalı zil orjinal bursa nilüfer
"2013 MODEL BORUSAN ÇIKIŞLI 3.16İ 136 HP 8 İLERİ JOYSTICK


ARACIMIZDA KAZA DARBE DEĞİŞEN YOKTUR


1 PARÇASINDA LOKAL BOYA VARDIR


HASAR KAYDI YOKTUR


ECOPRO-COMFORT-SPORT-SPORT+ SÜRÜŞ SEÇENEKLERİ


MULTİFONKSİYONEL M DERİ DİREKSİYON SİMİDİ 


ANAHTARSIZ ÇALIŞTIRMA


DİREKSİYON HAREKETİNE UYARLI Bİ-XENON FARLAR


ECO-START STOP


LED GÜNDÜZ FARLARI


Bİ-XENON FARLAR


YOL BİLGİSAYARI RECORE SPOR KOLTUK 


ANAHTARSIZ GİRİŞ-ÇALIŞTIRMA


BLUETOOTH TELEFON BAGLANTISI


GELİŞTİRİLMİŞ GÖSTERGE PANELİ


YAGMUR-FAR SENSÖRLERİ


USB-AUX-IPOD GİRİŞLERİ VE CD-MP3 ÇALAR


ÖN VE ARKA KOL DAYAMA


ISOFIX BEBEK KOLTUGU BAĞLANTISI


ÖN VE ARKA PARK MESAFE SİSTEMİ


AKUSTİK KEMER İKAZI


SİS FARLARI


İÇ VE DIŞ IŞIK PAKETİ


ARACIMIZ SERVİS BAKIMLI OLUP YEDEK ANAHTARI


 KİTAPÇIKLARI MEVCUTTUR İSTENİLEN SERVİSE GÖSTERİLEBİLİR.",2013 MODEL BMW 3.16 i 136 PS SPORTLİNE JOYSTİK BORUSAN BOYASIZ
Sürerken keyif alıcağınız bi araç.trameri 1.300 lira başkada yok.değişeni yok.5 parça boya 1 lokal boya fotoğraflara koydum expertiz bu kadar lastikler sıfır.isteyen istediği gösterte bilir..ciddi alıcalar arasın alıcısına şimdiden hayırlı olsun..not aracın kasko değeri 160.700 dür,Gözlerin üzerinizde olucağı araç
Araç orjinal 180.000 km dedir sol kapı saçı değişmiştir bütün camları BMW logolu orjinaldir harici üç parça boya vardır araç fazlalığından satılıktır 10.000 2bin 1700 3 parça halinde hasar kaydı vardır düzgün bir araçtır,BMW 3.16i IŞIK PAKET
"





..ARACIMIZ İLK SAHİBİNDEN ALINMIŞ OLUP BÜTÜN BAKIMLARI EKSİKSİZ YAPILMIŞTIR...




2013 MODEL BMW 3.16İ TECHNOLOGY 136BG..




ARACIMIZDA KAZA DARBE EZİK ÇİZİK DEĞİŞEN KESİNLİKLE YOKTUR..SADECE 2 TAM 2 LOKAL BOYA MEVCUTTUR.. İSTEDİĞİNİZ YERE GÖSTEREBİLİRSİNİZ..




HASAR KAYDI 2000TLDİR...

 KESİNLİKLE ORJİNAL KİLOMETRESİNDEDİR..




BÜTÜN BAKIMLARI ZAMANINDA EKSİKSİZ OLARAK YAPILMIŞTIR..




MODELİNİN ÖZELLİKLERİ:(10 AİRBAG-ABS-DSC-DTC-GELİŞMİŞ GÖSTERGE-3 FARKLI SÜRÜŞ MODU-RECORE KOLTUKLAR-LED Bİ XENON FAR-START STOP-DİJİTAL KLİMA-ÇELİK JANT-SİS FARI-ELEKTRİKLİ CAMLAR VE AYNALAR-ISITMALI VE KATLANIR AYNALAR-GERİ GÖRÜŞ KAMERASI-YOL BİLGİSAYARI..VS VS..)







ÇALIŞMAYAN HİÇBİR AKSAMI YOKTUR..İÇİNDE DIŞINDA NOKTA KADAR DEFORMASYON YOKTUR..







İSTEDİĞİNİZ YERE EXPERTİZE GÖSTEREBİLİRSİNİZ..







ALICIYA 1 KURUŞ MASRAFI YOKTUR..

DEĞERİNDE FİYATI ABARTILMAMIŞ ARAÇLARLA TAKAS OLUR..




YEDEK ANAHTARI MEVCUTTUR..




UFAK BİR PAZARLIK PAYI VARDIR..

",AUTORİTYDEN PAZARTESİ GÜNÜNE KADAR OPSİYONLU
"2012 BMW 3.16İ F30

BORUSAN ÇIKIŞLI

SUNROOF

SPORT-ECO SÜRÜŞ MODU

SPORT ÇELİK JANT

FONKSİONEL DİREKSİON

ANAHTARSIZ ÇALIŞMA

SİS FARI

PARK SENSÖRÜ

VB ÖZELİKLER MEVCUTTUR...

BAKIMLARI YENİDİR..

DETAYLI BİLGİ İÇİN ARAYINIZ ...",POYRAZ MOTORSDAN 2012 F30 316İ 142.000KM SUNROOF
Aracısın bakımlı bi araçtır iki tane hasar kaydı vardır toplamda on bin tl dir 5 parça boya vardır,Meraklısına
aracımız güzel ve bakımlı iki parça boyalı çok temiz ve bakımlı mustafa 0543 2406779,2013 bmv 320 dizel xdrive 4x4 modeli otomotik
"ARACIMIZ HATASIZ OLUP

SADECE SOL ARKA ÇAMURLUK BOYALIDIR

HARİCİNDE KESİNLİKLE DEĞİŞEN BOYA YOKTUR

ARACIMIZ IŞIK PAKETTİR

KİLOMETRESİ KESİNLİKLE ORJİNAL

NADİR BULUNABİLECEK KİLOMETREYE SAHİPTİR

ARACIMIZIN İÇ DÖŞEMELERİNDE YANIK YIRTIK DEFORMASYON SÖZ KONUSU DEĞİLDİR

HASAR KAYDI YOKTUR

ARACIMIZIN VİZESİ SIFIRDIR

TÜM BAKIMLARI ZAMANINDA EKSİKSİZ OLARAK YAPILMIŞTIR

LASTİKLERİ SIFIR AYARINDADIR

LÜTFEN 20000 /250000 BİN KİLOMETRELİ ARÇLARLA
KIYASLAMA YAPMAYINIZ",YALI OTOMOTİVden HATASIZ 320D BMW
"3.18 i e 46 kasa otomatik tüplü temiz aractir km 240 binde aracin ekspertiz raporu resimlerde mevcut hersey orada yaziyor aracta ekstra ekranli teyp , koltuk kafalari ekranli, geri gorus kamerasi var aracin orjinal teyp 'i ve koltuk kafaliklari verilecektir .",Bmw 3.18 i otomatik e46 kasa temiz
ARACIM M PAKETTİR HIZ SABİTLEME VS  ÇOK TEMİZ VE BAKIMLIDIR 900 TL HASAR  KAYDI VARDIR EXTRA OLARAK ÇELİK JANT KATLANIR AYNA VS VS SANRUF GAYET İYİ ÇALIŞIR DURUMDA HİÇ BİR SIKINTISI YOKTUR YAĞ YAKMA ÜFLEME BU BENZERİ ŞEYLER ASLA YOKTUR GELDİĞİNİZDE ZATEN NEYİN NE OLDUĞUNU GÖRÜRSÜNÜZ TAKASA AÇIKTIR AKLIMA YATAN ARAÇLARLA ,BMW E46 (takas olur)
